,0,1,2,3
0,885.0,0.0,0.27246595520854033,103.68722741431976
1,287.0,4.0,2.239874068651169,-190.041263040341
2,824.0,0.0,-0.4762879995776136,224.16105865979017
3,1022.0,6.0,-0.021147942177385127,156.31958669994847
4,388.0,1.0,-1.169844928950677,259.8793375231491
5,595.0,5.0,0.13478503308759707,145.18717914656563
6,595.0,7.0,0.2401990950212057,122.78216886617588
7,969.0,3.0,-1.0098251698626184,219.43740850675744
8,1010.0,3.0,-0.6709056838892147,193.74118706408728
9,584.0,5.0,-0.15281578691050612,113.58962412560015
10,2.0,2.0,-0.2583356926967888,148.7650266261273
11,262.0,4.0,-0.4411965983027853,152.97524297098494
12,652.0,4.0,0.03890740046935018,104.55126704480904
13,213.0,3.0,0.5259943590077878,36.00443361032279
14,629.0,1.0,0.05292587593886373,117.30726246217766
15,812.0,1.0,0.6924356016054556,88.55832467141835
16,664.0,4.0,-0.02327004866546703,133.28670964719834
17,701.0,4.0,-0.577045218348137,250.77365376329402
18,403.0,2.0,0.19092123227079397,95.18699467924557
19,86.0,4.0,-0.8634632788115684,266.36782233782094
20,731.0,3.0,-0.18017974906778947,158.45200781195865
21,820.0,4.0,0.04625842722807904,124.33684747536913
22,691.0,4.0,0.030936586169648537,127.80607628824728
23,298.0,6.0,0.16877393071476485,111.93104682486631
24,508.0,7.0,0.48951964739566195,56.21755103996698
25,593.0,4.0,0.10547302591384367,116.61910238280093
26,477.0,0.0,0.2485109565138841,94.8896253268885
27,516.0,0.0,0.10561368582444905,120.843284840536
28,1022.0,5.0,-0.031011710640873248,134.54834847576794
29,587.0,6.0,-0.06710547870582076,134.7838587955396
30,903.0,4.0,0.4014211342075307,111.82633008522377
31,838.0,0.0,0.07576197624843352,127.09448297977416
32,275.0,0.0,0.8257977694105149,-31.10277448174196
33,744.0,7.0,-0.1867152885619588,151.40725970401712
34,95.0,0.0,-0.5814758265631197,158.5000217106973
35,160.0,5.0,-0.04698191756026998,133.98977014278069
36,684.0,1.0,0.1492448836208034,120.6006264948734
37,21.0,5.0,0.366724211481041,70.04840440435879
38,165.0,5.0,-1.281104118778925,249.24216532562085
39,705.0,7.0,0.17649032391543457,93.73347260129864
40,710.0,5.0,1.2508974384032805,38.81244385348222
41,593.0,7.0,0.5840544015146969,53.78083707013907
42,158.0,6.0,0.5481953814804271,130.3682036233986
43,445.0,0.0,1.106000893805388,-26.798803153480435
44,888.0,0.0,-0.4400116519643539,217.080991198087
45,861.0,3.0,0.05126200597215279,149.10736178855365
46,549.0,3.0,0.018084749554438926,150.93160409611974
47,854.0,2.0,-0.006004386679283643,153.97587687062338
48,751.0,6.0,0.032839553315897725,151.8636672340275
49,332.0,5.0,-0.317927580890518,200.70876371946338
50,710.0,5.0,2.4377625253224005,18.50391451595314
51,505.0,7.0,-0.09699767193012218,222.97634400917775
52,832.0,1.0,0.5958866037686954,126.0895718175713
53,955.0,7.0,-0.1426547262183516,134.47116061510218
54,17.0,0.0,-3.08971121312817,515.3253704030299
55,5.0,4.0,-0.2892159425475647,151.56656987271248
56,140.0,7.0,0.5190000799707298,52.45967280585769
57,817.0,3.0,0.33846050953756546,73.75079126187924
58,799.0,2.0,0.026013611822742647,122.39586914609256
59,808.0,2.0,-0.12403363731269265,133.8851729537986
60,13.0,5.0,-1.0555797696964262,263.6400254073783
61,1007.0,3.0,-1.1166552820477564,276.08761400975783
62,177.0,0.0,-0.869704206861739,300.91355447335036
63,608.0,0.0,-8.758433160820642,803.2800619761782
64,138.0,6.0,-0.11520052907976383,170.22803048785653
65,773.0,5.0,-0.09513191586863809,162.11863234086167
66,909.0,5.0,-0.025260640618922477,158.02349545007183
67,952.0,0.0,0.13807085795142496,142.09023087108267
68,576.0,4.0,-0.7477828035442887,222.9666760505287
69,712.0,5.0,0.12710690849344616,156.46761425021032
70,319.0,2.0,6.415211488230099,-841.827856601014
71,412.0,1.0,-19.038322017336316,3245.8191854668357
72,235.0,4.0,0.284980409620824,55.59739995480759
73,789.0,5.0,0.2534353952319649,84.2789494702458
74,545.0,0.0,-0.11426797076942047,115.67172886860656
75,2.0,5.0,-0.2289710473735289,142.27862822413098
76,254.0,7.0,-0.20763925334868522,136.04303252450526
77,290.0,3.0,0.3713990294377092,51.43225693057606
78,731.0,7.0,0.420836948954271,62.4614254187058
79,354.0,5.0,0.15547909363741066,99.59469454248404
80,10.0,6.0,1.2477214350366976,-37.89125331024516
81,621.0,7.0,-0.06574534579515016,134.09035125749642
82,916.0,3.0,-0.06563936004151398,142.50338280136697
83,665.0,7.0,0.22402573489616354,96.16505269216346
84,880.0,4.0,0.9053722982056355,7.028486437093392
85,967.0,2.0,-0.050066294760244115,136.46499761286313
86,774.0,6.0,0.09060739287148924,126.53233095529217
87,493.0,3.0,-0.061001771401371634,136.26963357606445
88,984.0,7.0,-0.1620950317660759,147.9358924307547
89,155.0,5.0,0.01488519641156569,129.04454601673876
